obs,time,deployment,average_wave_height,date_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,max_wave_height,mean_direction,mean_spectral_period,mean_spread,mean_wave_period,number_zero_crossings,peak_wave_period,port_timestamp,preferred_timestamp,serial_number,significant_period,significant_wave_height,time_string,wave_height_10,wave_height_hmo,wave_period_10,wave_period_tp5,average_wave_height_qc_executed,average_wave_height_qc_results,max_wave_height_qc_executed,max_wave_height_qc_results,significant_wave_height_qc_executed,significant_wave_height_qc_results,significant_period_qc_executed,significant_period_qc_results,wave_height_10_qc_executed,wave_height_10_qc_results,wave_period_10_qc_executed,wave_period_10_qc_results,mean_wave_period_qc_executed,mean_wave_period_qc_results,peak_wave_period_qc_executed,peak_wave_period_qc_results,wave_period_tp5_qc_executed,wave_period_tp5_qc_results,wave_height_hmo_qc_executed,wave_height_hmo_qc_results,mean_direction_qc_executed,mean_direction_qc_results,lat,lon
297,3759144795,8,2.289999962,empty,empty,3759152268,3759152268,3759142699,5.46999979,176.1999969,9.100000381,33.5,8.199999809,117,12.5,3759144795,port_timestamp,6311,11.5,3.579999924,empty,4.409999847,3.680000067,11.39999962,12.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
298,3759148394,8,1.669999957,empty,empty,3759152268,3759152268,3759146299,4.829999924,173.1000061,7.300000191,42.29999924,7.199999809,147,13.30000019,3759148394,port_timestamp,6311,10.60000038,2.75999999,empty,3.559999943,2.940000057,11,12.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
299,3759151995,8,1.720000029,empty,empty,3759160689,3759160708,3759149899,5.070000172,173.5,7.400000095,42.20000076,7.099999905,144,11.80000019,3759151995,port_timestamp,6311,10.19999981,2.779999971,empty,3.440000057,2.880000114,10.5,11.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
300,3759155595,8,1.639999986,empty,empty,3759160689,3759160708,3759153500,4.699999809,181.1999969,7.099999905,41.40000153,7.300000191,150,12.5,3759155595,port_timestamp,6311,10.39999962,2.75999999,empty,3.549999952,2.950000048,11.80000019,12.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
301,3759159198,8,1.960000038,empty,empty,3759166958,3759166958,3759157100,5.389999866,165.5,7.699999809,34.90000153,7.400000095,139,12.5,3759159198,port_timestamp,6311,11.10000038,3.059999943,empty,3.819999933,3.220000029,11.69999981,12.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
302,3759162798,8,1.590000033,empty,empty,3759166958,3759166958,3759160700,5.409999847,162.3000031,6.400000095,43.29999924,6.599999905,168,10.5,3759162798,port_timestamp,6311,8.600000381,2.599999905,empty,3.380000114,2.819999933,9.899999619,11.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
303,3759166395,8,1.669999957,empty,empty,3759181685,3759181685,3759164300,4.230000019,167.8000031,7.099999905,39.09999847,6.900000095,151,11.80000019,3759166395,port_timestamp,6311,10.39999962,2.710000038,empty,3.289999962,2.859999895,10.89999962,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
304,3759169993,8,1.429999948,empty,empty,3759181685,3759181685,3759167898,3.910000086,159.3000031,6.599999905,41.79999924,6.5,163,11.80000019,3759169993,port_timestamp,6311,9.5,2.279999971,empty,2.819999933,2.470000029,10.80000019,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
305,3759173600,8,1.460000038,empty,empty,3759181685,3759181685,3759171500,3.450000048,167.8999939,6.800000191,42.59999847,6.5,157,11.10000038,3759173600,port_timestamp,6311,9.600000381,2.319999933,empty,2.859999895,2.480000019,10.5,11.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
306,3759180800,8,1.350000024,empty,empty,3759187955,3759187955,3759178700,4.75,195.3999939,6.5,37.5,6.800000191,164,10.5,3759180800,port_timestamp,6311,9.300000191,2.210000038,empty,2.890000105,2.450000048,10.80000019,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
307,3759184393,8,1.470000029,empty,empty,3759187955,3759187955,3759182298,3.609999895,186.3000031,7.5,39.20000076,6.900000095,142,11.10000038,3759184393,port_timestamp,6311,10.69999981,2.359999895,empty,2.859999895,2.430000067,11,11.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
308,3759188000,8,1.559999943,empty,empty,3759196361,3759196362,3759185900,5.050000191,197.8000031,8,35.29999924,7.300000191,135,11.10000038,3759188000,port_timestamp,6311,11,2.420000076,empty,3.059999943,2.579999924,12.30000019,11.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
309,3759191593,8,1.519999981,empty,empty,3759196361,3759196362,3759189498,4.210000038,192.8999939,7.199999809,31.70000076,6.900000095,149,11.10000038,3759191593,port_timestamp,6311,10.39999962,2.430000067,empty,3.089999914,2.579999924,11.10000038,11,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
310,3759195196,8,1.519999981,empty,empty,3759202673,3759202675,3759193100,3.900000095,193.3999939,7.599999905,35.40000153,7.099999905,139,10.5,3759195196,port_timestamp,6311,10.80000019,2.430000067,empty,3,2.49000001,11.39999962,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
311,3759198800,8,1.389999986,empty,empty,3759202673,3759202675,3759196699,3.150000095,195.5,7.400000095,32.29999924,7,145,10.5,3759198800,port_timestamp,6311,10.69999981,2.210000038,empty,2.650000095,2.380000114,11,10.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
312,3759202393,8,1.570000052,empty,empty,3759211063,3759211063,3759200297,4.260000229,204.1000061,7.900000095,31.29999924,7.699999809,136,10.5,3759202393,port_timestamp,6311,11.39999962,2.529999971,empty,3.089999914,2.660000086,11.60000038,11.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
313,3759205995,8,1.74000001,empty,empty,3759211063,3759211063,3759203899,4.150000095,202.5,7.900000095,34.29999924,7.5,136,11.10000038,3759205995,port_timestamp,6311,11.60000038,2.779999971,empty,3.369999886,2.970000029,12.10000038,12.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
314,3759209597,8,1.899999976,empty,empty,3759217358,3759217359,3759207501,4.389999866,209.8000031,7.800000191,30.20000076,7.699999809,138,14.30000019,3759209597,port_timestamp,6311,12.30000019,3.109999895,empty,3.859999895,3.319999933,12.80000019,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
315,3759213195,8,2.220000029,empty,empty,3759217358,3759217359,3759211098,5.849999905,235.3999939,9.100000381,27.60000038,8.399999619,115,15.39999962,3759213195,port_timestamp,6311,13.39999962,3.519999981,empty,4.460000038,3.710000038,14,15.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
316,3759216793,8,2.349999905,empty,empty,3759225782,3759225783,3759214696,7.460000038,240.8000031,9.199999809,27.89999962,8.699999809,117,13.30000019,3759216793,port_timestamp,6311,13.39999962,3.769999981,empty,4.840000153,3.960000038,13.89999962,13.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
317,3759220394,8,2.49000001,empty,empty,3759225782,3759225783,3759218297,6.630000114,243.5,9.100000381,28.10000038,9,118,14.30000019,3759220394,port_timestamp,6311,12.89999962,4.079999924,empty,5.070000172,4.369999886,13.80000019,14.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
318,3759223994,8,2.779999971,empty,empty,3759232098,3759232098,3759221897,7.070000172,246.8000031,10.19999981,27.70000076,9.899999619,106,15.39999962,3759223994,port_timestamp,6311,13.60000038,4.610000134,empty,6.019999981,4.630000114,13.19999981,15.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
319,3759227596,8,2.900000095,empty,empty,3759232098,3759232098,3759225499,6.619999886,254.1000061,10.69999981,24,10.89999962,99,16.70000076,3759227596,port_timestamp,6311,14.5,4.820000172,empty,5.920000076,5.039999962,14.69999981,15.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
320,3759231196,8,2.839999914,empty,empty,3759238388,3759238388,3759229099,8.779999733,256.2000122,10.39999962,24,10.80000019,103,14.30000019,3759231196,port_timestamp,6311,14.39999962,4.889999866,empty,6.559999943,5.099999905,14.80000019,14.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
321,3759234795,8,3.200000048,empty,empty,3759238388,3759238388,3759232698,7.570000172,256.8999939,11.10000038,26.39999962,10.5,96,15.39999962,3759234795,port_timestamp,6311,14.19999981,5.179999828,empty,6.380000114,5.300000191,14.69999981,15.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
322,3759238395,8,3.75999999,empty,empty,3759246771,3759246772,3759236298,7.809999943,252.8999939,12.10000038,25.10000038,11,88,15.39999962,3759238395,port_timestamp,6311,14.30000019,5.5,empty,6.53000021,5.690000057,14.19999981,15.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
323,3759241995,8,3.119999886,empty,empty,3759246771,3759246772,3759239898,7.260000229,250,10.60000038,31.79999924,10.5,101,15.39999962,3759241995,port_timestamp,6311,13.89999962,5.090000153,empty,6.239999771,5.269999981,13.39999962,15.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
324,3759245596,8,3.660000086,empty,empty,3759253075,3759253075,3759243498,7.900000095,253.1000061,11.80000019,26.5,10.89999962,91,16.70000076,3759245596,port_timestamp,6311,13.89999962,5.690000057,empty,6.949999809,5.96999979,14.19999981,15.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
325,3759249196,8,3.75999999,empty,empty,3759253075,3759253075,3759247099,7.400000095,254,11.80000019,28.20000076,10.60000038,90,15.39999962,3759249196,port_timestamp,6311,13.60000038,5.409999847,empty,6.380000114,5.679999828,13.5,15.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
326,3759252794,8,3.089999914,empty,empty,3759261478,3759261478,3759250697,7.440000057,251.3999939,9.699999809,29.29999924,9.5,111,15.39999962,3759252794,port_timestamp,6311,13.69999981,5.039999962,empty,6.380000114,5.320000172,13.89999962,15.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
327,3759256395,8,3.519999981,empty,empty,3759261478,3759261478,3759254298,9.149999619,250.8999939,9.899999619,29.60000038,9,108,15.39999962,3759256395,port_timestamp,6311,12.39999962,5.400000095,empty,6.820000172,5.579999924,12.60000038,15.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
328,3759259996,8,2.829999924,empty,empty,3759267789,3759267793,3759257898,6.929999828,256.7000122,9.100000381,30.89999962,9,117,14.30000019,3759259996,port_timestamp,6311,12.30000019,4.429999828,empty,5.360000134,4.760000229,12.60000038,14.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
329,3759267197,8,3.180000067,empty,empty,3759276211,3759276212,3759265098,7.760000229,246.8999939,9.800000191,30.79999924,9.100000381,110,14.30000019,3759267197,port_timestamp,6311,12.10000038,4.880000114,empty,6.090000153,5.090000153,12.60000038,14.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
330,3759270795,8,2.660000086,empty,empty,3759276211,3759276212,3759268697,6.71999979,248.3999939,9.300000191,30.79999924,9.300000191,115,15.39999962,3759270795,port_timestamp,6311,12.19999981,4.230000019,empty,5.039999962,4.440000057,12.89999962,14.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
331,3759274395,8,2.720000029,empty,empty,3759282492,3759282492,3759272297,6.760000229,243.6999969,9.100000381,32.90000153,9,118,14.30000019,3759274395,port_timestamp,6311,11.89999962,4.440000057,empty,5.489999771,4.53000021,12.39999962,14.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
332,3759277995,8,2.960000038,empty,empty,3759282492,3759282492,3759275897,8.800000191,239.6000061,9.699999809,33.40000153,9.199999809,110,13.30000019,3759277995,port_timestamp,6311,11.30000019,4.760000229,empty,6.239999771,4.869999886,11.80000019,13.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
333,3759281596,8,2.650000095,empty,empty,3759288826,3759288831,3759279498,6.340000153,235.6999969,9,33.90000153,9.100000381,119,14.30000019,3759281596,port_timestamp,6311,11.60000038,4.239999771,empty,5.320000172,4.440000057,11.10000038,14.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
334,3759285197,8,2.470000029,empty,empty,3759288826,3759288831,3759283099,6.96999979,223.8000031,8.5,38.40000153,8.5,125,12.5,3759285197,port_timestamp,6311,10.19999981,3.930000067,empty,5.070000172,4.079999924,10.30000019,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
335,3759288796,8,2.849999905,empty,empty,3759297204,3759297205,3759286698,5.429999828,228,9.399999619,34.79999924,9,113,14.30000019,3759288796,port_timestamp,6311,11.19999981,4.079999924,empty,4.929999828,4.409999847,11.5,13.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
336,3759292394,8,2.619999886,empty,empty,3759297204,3759297205,3759290296,7.96999979,227.6999969,8.800000191,39.5,8.800000191,121,13.30000019,3759292394,port_timestamp,6311,11,4.320000172,empty,5.670000076,4.429999828,11.19999981,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
337,3759295993,8,2.549999952,empty,empty,3759303492,3759303493,3759293896,5.980000019,240.8000031,9.300000191,36.29999924,9.199999809,115,14.30000019,3759295993,port_timestamp,6311,11.89999962,4.110000134,empty,5.150000095,4.239999771,11.19999981,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
338,3759299594,8,2.299999952,empty,empty,3759303492,3759303493,3759297496,5.570000172,237.3000031,8.699999809,42.29999924,8.699999809,123,14.30000019,3759299594,port_timestamp,6311,10.80000019,3.75999999,empty,4.619999886,3.849999905,10.60000038,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
339,3759303196,8,2.289999962,empty,empty,3759311918,3759311922,3759301098,6.03000021,242.3000031,9.199999809,40.09999847,8.5,117,14.30000019,3759303196,port_timestamp,6311,11.19999981,3.579999924,empty,4.460000038,3.660000086,10.69999981,13.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
340,3759306800,8,2.450000048,empty,empty,3759311918,3759311922,3759304700,5.800000191,249.1999969,9.100000381,37.79999924,8.5,118,13.30000019,3759306800,port_timestamp,6311,11,3.75999999,empty,4.550000191,3.890000105,11.10000038,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
341,3759310394,8,2.369999886,empty,empty,3759318211,3759318211,3759308296,6.409999847,256.5,8.399999619,38.5,7.900000095,128,12.5,3759310394,port_timestamp,6311,10.60000038,3.670000076,empty,4.489999771,3.890000105,10.5,12.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
342,3759313995,8,2.230000019,empty,empty,3759318211,3759318211,3759311897,5.610000134,260.2000122,7.800000191,34.20000076,7.900000095,137,13.30000019,3759313995,port_timestamp,6311,10.5,3.559999943,empty,4.380000114,3.829999924,10.69999981,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
343,3759317594,8,2.420000076,empty,empty,3759326611,3759326611,3759315496,5.96999979,264.6000061,8,29.79999924,8.100000381,133,12.5,3759317594,port_timestamp,6311,10.69999981,3.859999895,empty,4.690000057,3.960000038,10.89999962,12.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
344,3759321195,8,2.200000048,empty,empty,3759326611,3759326611,3759319097,4.53000021,266.8999939,7.900000095,31.89999962,7.699999809,134,13.30000019,3759321195,port_timestamp,6311,10.19999981,3.359999895,empty,4.070000172,3.599999905,9.800000191,13.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
345,3759324796,8,2.24000001,empty,empty,3759332920,3759332920,3759322697,5.099999905,267.6000061,8.100000381,31.39999962,7.800000191,133,13.30000019,3759324796,port_timestamp,6311,10.30000019,3.470000029,empty,4.239999771,3.670000076,11,13.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
346,3759328396,8,2.359999895,empty,empty,3759332920,3759332920,3759326297,6.050000191,261.7999878,8.199999809,31,7.900000095,131,13.30000019,3759328396,port_timestamp,6311,10.19999981,3.779999971,empty,4.730000019,3.869999886,10,11.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
347,3759331994,8,2.140000105,empty,empty,3759339218,3759339218,3759329895,6.389999866,259.5,7.599999905,30.70000076,7.900000095,139,12.5,3759331994,port_timestamp,6311,9.600000381,3.420000076,empty,4.449999809,3.720000029,10.5,12.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
348,3759335596,8,2.480000019,empty,empty,3759339218,3759339218,3759333497,5.760000229,264.5,8.699999809,27.89999962,8,123,12.5,3759335596,port_timestamp,6311,10.69999981,3.769999981,empty,4.840000153,3.970000029,11.39999962,12.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
349,3759339196,8,2.380000114,empty,empty,3759347602,3759347602,3759337097,6.369999886,268.6000061,8,27.29999924,8.100000381,134,12.5,3759339196,port_timestamp,6311,10.30000019,3.799999952,empty,4.980000019,3.960000038,10.60000038,12.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
350,3759342795,8,2.24000001,empty,empty,3759347602,3759347602,3759340696,6.71999979,267.7999878,7.699999809,27,7.800000191,137,12.5,3759342795,port_timestamp,6311,10,3.549999952,empty,4.630000114,3.849999905,10.60000038,12.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
351,3759346393,8,2.140000105,empty,empty,3759353919,3759353925,3759344294,5.420000076,271,7.5,31.5,7.300000191,142,11.80000019,3759346393,port_timestamp,6311,9.699999809,3.339999914,empty,4.099999905,3.5,9.699999809,11.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
352,3759353595,8,2.160000086,empty,empty,3759362306,3759362306,3759351496,6.96999979,270.3999939,7.699999809,25.89999962,7.900000095,137,12.5,3759353595,port_timestamp,6311,10.10000038,3.5,empty,4.510000229,3.680000067,10.5,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
353,3759357193,8,2.140000105,empty,empty,3759362306,3759362306,3759355095,5.599999905,270,7.900000095,25.70000076,8.100000381,137,11.80000019,3759357193,port_timestamp,6311,10.10000038,3.480000019,empty,4.550000191,3.609999895,10.89999962,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
354,3759360796,8,2.190000057,empty,empty,3759368608,3759368611,3759358697,5.130000114,273,8,26.29999924,7.599999905,133,11.10000038,3759360796,port_timestamp,6311,9.800000191,3.289999962,empty,4.010000229,3.460000038,10.10000038,11.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
355,3759364394,8,2.089999914,empty,empty,3759368608,3759368611,3759362295,4.389999866,272.7999878,7.199999809,29,7.099999905,149,9.5,3759364394,port_timestamp,6311,9.300000191,3.24000001,empty,3.779999971,3.400000095,9.5,10.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
356,3759367994,8,2.130000114,empty,empty,3759383328,3759383330,3759365895,5.170000076,278.2000122,7.699999809,28.39999962,7.400000095,138,10.5,3759367994,port_timestamp,6311,9.5,3.25,empty,4.039999962,3.470000029,9.199999809,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
357,3759371595,8,2.319999933,empty,empty,3759383328,3759383330,3759369495,5.429999828,276.2999878,7.699999809,27.89999962,7.599999905,139,10,3759371595,port_timestamp,6311,9.899999619,3.660000086,empty,4.460000038,3.789999962,10,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
358,3759375194,8,2.220000029,empty,empty,3759383328,3759383330,3759373095,4.730000019,274.6000061,7.699999809,32,7.199999809,140,9.5,3759375194,port_timestamp,6311,9.300000191,3.410000086,empty,4.179999828,3.50999999,9.100000381,9.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
359,3759378794,8,2.410000086,empty,empty,3759383328,3759383330,3759376695,4.960000038,278.5,7.699999809,28.60000038,7.300000191,139,10.5,3759378794,port_timestamp,6311,9,3.619999886,empty,4.190000057,3.75999999,8.899999619,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
360,3759382394,8,2.099999905,empty,empty,3759389620,3759389621,3759380295,4.789999962,277.8999939,7.400000095,28,7.300000191,146,10,3759382394,port_timestamp,6311,9.300000191,3.369999886,empty,4.019999981,3.470000029,9.800000191,10.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
361,3759385997,8,2.200000048,empty,empty,3759389620,3759389621,3759383898,5.21999979,276.2999878,7.300000191,27.20000076,7.400000095,146,8.699999809,3759385997,port_timestamp,6311,8.800000191,3.460000038,empty,4.289999962,3.589999914,9.199999809,9.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
362,3759389596,8,2.109999895,empty,empty,3759398029,3759398030,3759387496,6.53000021,280.5,7.400000095,26.20000076,7.400000095,146,10,3759389596,port_timestamp,6311,8.899999619,3.410000086,empty,4.349999905,3.529999971,9.100000381,9.699999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
363,3759393194,8,1.99000001,empty,empty,3759398029,3759398030,3759391094,4.769999981,278,7.199999809,27.79999924,7.099999905,148,9.5,3759393194,port_timestamp,6311,8.300000191,3.089999914,empty,3.779999971,3.200000048,8.399999619,9.300000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
364,3759396795,8,1.899999976,empty,empty,3759412810,3759412811,3759394696,4.159999847,278.7000122,7.300000191,27.29999924,7.300000191,146,9.100000381,3759396795,port_timestamp,6311,8.699999809,2.980000019,empty,3.690000057,3.059999943,8.899999619,9.199999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
365,3759400393,8,1.769999981,empty,empty,3759412810,3759412811,3759398294,4.099999905,276.2999878,7.400000095,26.10000038,7.300000191,144,11.10000038,3759400393,port_timestamp,6311,8.899999619,2.789999962,empty,3.559999943,2.920000076,9.300000191,10.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
366,3759403997,8,1.720000029,empty,empty,3759412810,3759412811,3759401898,3.910000086,273.2999878,7.400000095,26.20000076,7.300000191,144,9.5,3759403997,port_timestamp,6311,9.199999809,2.710000038,empty,3.390000105,2.829999924,9.399999619,10.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
367,3759407592,8,1.590000033,empty,empty,3759412810,3759412811,3759405493,4.199999809,272.8999939,7.5,28.20000076,7.300000191,143,10,3759407592,port_timestamp,6311,9.5,2.559999943,empty,3.25999999,2.690000057,9.199999809,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
368,3759411195,8,1.49000001,empty,empty,3759419047,3759419050,3759409096,3.420000076,277.8999939,7.199999809,28.70000076,7.300000191,150,10,3759411195,port_timestamp,6311,9.300000191,2.470000029,empty,2.980000019,2.529999971,9.300000191,9.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
369,3759414793,8,1.649999976,empty,empty,3759419047,3759419050,3759412694,4.090000153,278.7000122,7.699999809,30.39999962,7.400000095,138,10.5,3759414793,port_timestamp,6311,9.399999619,2.619999886,empty,3.170000076,2.700000048,9.300000191,9.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
370,3759418396,8,1.679999948,empty,empty,3759427439,3759427439,3759416294,4.820000172,276.3999939,8,26.79999924,8,135,10.5,3759418396,port_timestamp,6311,9.800000191,2.619999886,empty,3.299999952,2.769999981,9.800000191,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
371,3759421993,8,1.799999952,empty,empty,3759427439,3759427439,3759419894,4.449999809,275.2999878,7.900000095,26,8.100000381,135,10.5,3759421993,port_timestamp,6311,9.600000381,2.890000105,empty,3.579999924,3,9.699999809,10.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
372,3759425592,8,2.019999981,empty,empty,3759440018,3759440018,3759423493,5.539999962,274.3999939,8.800000191,23.20000076,8.399999619,123,10.5,3759425592,port_timestamp,6311,10.10000038,3.220000029,empty,4.110000134,3.25,9.699999809,10.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
